timestamp,operating_mode,event_ground_truth,flow_in,flow_out,P_st1,P_st2,P_st3,P_st4,P_st5,P_st6
273.9,Flowing,TRANSIENT,579.95,580.11,49.887,39.564,29.154,18.534,8.184,-2.192
274.0,Flowing,TRANSIENT,580.48,578.44,49.774,39.657,29.128,18.707,8.167,-2.388
274.1,Flowing,TRANSIENT,579.27,581.4,50.052,39.543,29.103,18.737,8.261,-2.096
274.2,Flowing,TRANSIENT,581.18,581.48,50.021,39.495,29.085,18.683,8.281,-2.367
274.3,Flowing,TRANSIENT,579.76,579.65,50.009,39.679,29.081,18.725,8.24,-2.173
274.4,Flowing,TRANSIENT,580.59,581.28,49.942,39.486,29.102,18.528,8.179,-2.23
274.5,Flowing,TRANSIENT,582.06,579.09,50.149,39.582,29.15,18.743,8.123,-2.263
274.6,Flowing,TRANSIENT,580.66,579.83,50.199,39.544,29.189,18.727,8.082,-2.225
274.7,Flowing,TRANSIENT,580.28,579.3,50.015,39.576,29.04,18.561,8.162,-2.258
274.8,Flowing,TRANSIENT,579.38,579.97,50.097,39.695,29.212,18.719,8.12,-2.282
274.9,Flowing,TRANSIENT,579.91,580.08,50.018,39.499,29.146,18.708,8.243,-2.168
275.0,Flowing,TRANSIENT,578.64,580.0,49.928,39.625,29.044,18.575,8.243,-2.152
275.1,Flowing,NORMAL,580.64,579.89,50.039,39.552,29.125,18.661,8.11,-2.349
275.2,Flowing,NORMAL,577.44,580.15,49.994,39.556,29.101,18.704,8.183,-2.205
275.3,Flowing,NORMAL,581.16,581.51,49.988,39.696,29.107,18.837,8.228,-2.267
275.4,Flowing,NORMAL,580.88,577.59,49.928,39.435,29.021,18.58,8.232,-2.292
275.5,Flowing,NORMAL,580.12,582.31,50.015,39.653,29.093,18.816,8.106,-2.262
275.6,Flowing,NORMAL,579.36,579.58,49.957,39.625,28.921,18.535,8.192,-2.126
275.7,Flowing,NORMAL,579.98,579.91,50.018,39.442,29.004,18.784,8.15,-2.325
275.8,Flowing,NORMAL,577.87,581.6,50.118,39.631,29.202,18.574,8.078,-2.239
275.9,Flowing,NORMAL,580.99,580.73,50.027,39.579,29.218,18.511,8.269,-2.337
276.0,Flowing,NORMAL,579.8,580.64,50.068,39.512,29.035,18.601,8.085,-2.247
276.1,Flowing,NORMAL,581.82,581.49,49.938,39.613,29.151,18.785,8.229,-2.208
276.2,Flowing,NORMAL,580.47,579.8,50.112,39.5,28.981,18.666,8.086,-2.053
276.3,Flowing,NORMAL,580.28,581.1,50.116,39.723,29.105,18.694,8.163,-2.179
276.4,Flowing,NORMAL,580.48,578.49,49.903,39.347,29.037,18.534,8.318,-2.105
276.5,Flowing,NORMAL,578.83,580.5,49.888,39.653,29.176,18.525,8.169,-2.296
276.6,Flowing,NORMAL,579.46,580.67,50.06,39.452,29.092,18.595,8.238,-2.267
276.7,Flowing,NORMAL,580.16,581.38,49.957,39.533,29.263,18.617,8.117,-2.203
276.8,Flowing,NORMAL,579.64,580.85,49.989,39.437,29.279,18.622,8.17,-2.237
276.9,Flowing,NORMAL,579.31,580.25,50.138,39.416,29.122,18.817,8.21,-2.349
277.0,Flowing,NORMAL,579.66,579.62,49.951,39.567,29.207,18.623,8.266,-2.365
277.1,Flowing,NORMAL,580.05,579.61,49.885,39.511,29.215,18.656,8.223,-2.228
277.2,Flowing,NORMAL,582.78,579.62,50.089,39.501,29.155,18.584,8.359,-2.314
277.3,Flowing,NORMAL,579.61,578.44,49.929,39.594,29.106,18.676,8.218,-2.337
277.4,Flowing,NORMAL,579.19,582.09,50.129,39.622,29.209,18.608,8.234,-2.234
277.5,Flowing,NORMAL,579.82,581.2,50.09,39.643,29.116,18.529,8.343,-2.205
277.6,Flowing,NORMAL,581.8,580.31,49.951,39.583,28.979,18.735,8.082,-2.267
277.7,Flowing,NORMAL,581.89,580.98,50.02,39.633,29.109,18.701,8.198,-2.252
277.8,Flowing,NORMAL,582.34,580.9,50.007,39.535,28.965,18.589,8.22,-2.27
277.9,Flowing,NORMAL,580.07,578.81,49.988,39.524,29.031,18.611,8.176,-2.249
278.0,Flowing,NORMAL,580.77,580.76,50.031,39.536,29.018,18.538,8.408,-2.34
278.1,Flowing,NORMAL,578.74,581.52,49.959,39.591,29.129,18.692,8.165,-2.231
278.2,Flowing,NORMAL,579.58,579.19,50.005,39.525,29.12,18.735,8.198,-2.251
278.3,Flowing,NORMAL,578.66,578.16,50.085,39.627,29.227,18.51,8.273,-2.202
278.4,Flowing,NORMAL,580.57,578.61,49.929,39.57,29.184,18.584,8.236,-2.18
278.5,Flowing,NORMAL,580.05,579.88,49.914,39.539,29.124,18.586,8.13,-2.261
278.6,Flowing,NORMAL,580.27,578.54,50.064,39.602,29.031,18.702,8.133,-2.379
278.7,Flowing,NORMAL,578.98,579.79,49.971,39.64,29.153,18.65,8.167,-2.281
278.8,Flowing,NORMAL,581.02,579.21,50.009,39.465,29.072,18.633,8.092,-2.317
278.9,Flowing,NORMAL,577.11,580.0,50.033,39.551,29.075,18.577,8.326,-2.317
279.0,Flowing,NORMAL,579.7,579.39,50.02,39.511,29.103,18.687,8.091,-2.25
279.1,Flowing,NORMAL,579.87,579.96,50.095,39.691,29.09,18.653,8.377,-2.159
279.2,Flowing,NORMAL,577.57,580.72,49.951,39.501,29.177,18.569,8.287,-2.223
279.3,Flowing,NORMAL,580.46,578.85,50.041,39.53,29.05,18.767,8.18,-2.283
279.4,Flowing,NORMAL,579.79,580.34,49.994,39.565,29.018,18.605,8.151,-2.182
279.5,Flowing,NORMAL,580.67,578.98,49.929,39.41,28.943,18.533,8.309,-2.248
279.6,Flowing,NORMAL,582.4,579.99,50.04,39.593,29.105,18.644,8.284,-2.238
279.7,Flowing,NORMAL,580.39,579.9,50.112,39.6,29.051,18.61,8.142,-2.152
279.8,Flowing,NORMAL,581.17,580.43,49.968,39.486,29.126,18.642,8.224,-2.099
279.9,Flowing,NORMAL,581.66,580.22,50.073,39.552,28.987,18.61,8.257,-2.343
280.0,Flowing,NORMAL,580.59,581.49,50.171,39.551,29.104,18.597,8.24,-2.342
280.1,Flowing,NORMAL,578.96,579.97,50.173,39.655,29.179,18.539,8.217,-2.153
280.2,Flowing,NORMAL,578.03,579.25,50.047,39.47,29.048,18.614,8.152,-2.127
280.3,Flowing,NORMAL,580.45,581.12,49.846,39.603,28.997,18.573,8.039,-2.294
280.4,Flowing,NORMAL,579.52,580.4,50.121,39.571,29.004,18.732,8.299,-2.241
280.5,Flowing,NORMAL,581.54,581.06,50.163,39.616,29.155,18.586,8.25,-2.232
280.6,Flowing,NORMAL,579.43,579.86,50.042,39.495,29.11,18.585,8.028,-2.17
280.7,Flowing,NORMAL,579.98,578.43,49.88,39.559,29.127,18.676,8.178,-2.228
280.8,Flowing,NORMAL,578.61,582.69,50.038,39.609,29.239,18.669,8.205,-2.322
280.9,Flowing,NORMAL,579.59,579.28,50.035,39.603,29.085,18.694,8.177,-2.196
281.0,Flowing,NORMAL,578.87,578.61,50.073,39.622,29.11,18.567,8.151,-2.202
281.1,Flowing,NORMAL,578.98,580.86,50.196,39.523,29.137,18.606,8.122,-2.304
281.2,Flowing,NORMAL,579.94,578.87,49.833,39.658,28.922,18.629,8.106,-2.321
281.3,Flowing,NORMAL,579.27,579.53,50.11,39.566,29.023,18.603,8.139,-2.253
281.4,Flowing,NORMAL,583.16,580.15,50.014,39.702,28.947,18.647,8.175,-2.174
281.5,Flowing,NORMAL,581.0,579.83,50.028,39.597,29.128,18.576,8.297,-2.186
281.6,Flowing,NORMAL,581.3,579.56,50.073,39.651,29.134,18.769,8.23,-2.267
281.7,Flowing,NORMAL,579.87,581.91,49.999,39.548,29.059,18.781,8.224,-2.242
281.8,Flowing,NORMAL,580.13,579.87,50.031,39.788,29.01,18.583,8.09,-2.268
281.9,Flowing,NORMAL,579.48,578.92,50.02,39.513,29.057,18.662,8.16,-2.225
282.0,Flowing,NORMAL,583.15,581.17,50.089,39.604,29.171,18.737,8.223,-2.262
282.1,Flowing,NORMAL,579.87,579.13,49.938,39.519,29.058,18.709,8.228,-2.194
282.2,Flowing,NORMAL,579.28,579.87,49.907,39.665,29.066,18.562,8.165,-2.051
282.3,Flowing,NORMAL,579.1,578.91,49.969,39.524,29.085,18.638,8.138,-2.238
282.4,Flowing,NORMAL,580.4,580.25,50.086,39.575,29.011,18.623,8.156,-2.246
282.5,Flowing,NORMAL,581.71,580.05,50.106,39.538,29.093,18.792,8.27,-2.204
282.6,Flowing,NORMAL,581.3,579.97,50.157,39.589,28.941,18.717,8.073,-2.214
282.7,Flowing,NORMAL,579.09,580.18,49.863,39.513,29.071,18.589,8.172,-2.167
282.8,Flowing,NORMAL,579.06,580.98,49.943,39.594,29.023,18.635,8.226,-2.329
282.9,Flowing,NORMAL,581.5,580.84,49.895,39.589,29.19,18.644,8.164,-2.237
283.0,Flowing,NORMAL,582.52,578.75,50.004,39.569,28.898,18.565,8.133,-2.238
283.1,Flowing,NORMAL,579.83,579.19,50.015,39.601,29.121,18.546,8.316,-2.148
283.2,Flowing,NORMAL,581.45,581.11,49.899,39.577,29.052,18.661,8.284,-2.079
283.3,Flowing,NORMAL,578.24,579.06,50.06,39.574,29.073,18.665,8.309,-2.253
283.4,Flowing,NORMAL,578.99,580.59,49.929,39.42,29.141,18.67,8.149,-2.168
283.5,Flowing,NORMAL,578.79,581.01,49.966,39.539,29.099,18.622,8.219,-2.158
283.6,Flowing,NORMAL,580.49,578.03,49.909,39.589,29.114,18.662,8.27,-2.246
283.7,Flowing,NORMAL,579.79,579.51,50.038,39.607,29.06,18.674,8.18,-2.26
283.8,Flowing,NORMAL,580.29,580.98,49.974,39.588,29.107,18.682,8.199,-2.378
283.9,Flowing,NORMAL,581.46,579.82,50.003,39.555,29.12,18.603,8.105,-2.2
284.0,Flowing,NORMAL,579.22,579.51,49.978,39.564,29.078,18.65,8.164,-2.327
284.1,Flowing,NORMAL,580.11,581.0,50.038,39.502,29.113,18.683,8.153,-2.346
284.2,Flowing,NORMAL,578.39,581.32,50.194,39.508,29.15,18.805,8.263,-2.274
284.3,Flowing,NORMAL,581.4,579.19,49.995,39.483,29.171,18.695,8.159,-2.333
284.4,Flowing,NORMAL,581.32,582.12,49.894,39.629,29.11,18.667,8.134,-2.367
284.5,Flowing,NORMAL,580.43,577.86,50.077,39.553,29.173,18.619,8.181,-2.193
284.6,Flowing,NORMAL,580.14,578.19,50.059,39.614,29.076,18.699,8.289,-2.258
284.7,Flowing,NORMAL,579.39,579.45,49.959,39.657,29.048,18.7,8.196,-2.397
284.8,Flowing,NORMAL,578.33,579.6,50.09,39.329,28.941,18.692,8.242,-2.301
284.9,Flowing,NORMAL,580.37,579.65,50.012,39.348,29.157,18.67,8.197,-2.248
285.0,Flowing,NORMAL,580.91,579.36,50.039,39.548,28.95,18.826,8.296,-2.353
285.1,Flowing,NORMAL,582.42,579.13,49.972,39.531,29.186,18.477,8.16,-2.391
285.2,Flowing,NORMAL,579.53,579.74,49.977,39.512,29.106,18.602,8.14,-2.2
285.3,Flowing,NORMAL,580.32,579.29,50.036,39.594,29.086,18.604,8.191,-2.21
285.4,Flowing,NORMAL,581.34,580.82,49.826,39.582,29.125,18.655,8.188,-2.455
285.5,Flowing,NORMAL,581.37,580.04,49.965,39.693,29.101,18.626,8.202,-2.221
285.6,Flowing,NORMAL,579.25,579.73,50.053,39.532,29.134,18.784,8.281,-2.063
285.7,Flowing,NORMAL,579.67,579.91,49.947,39.684,29.037,18.678,8.259,-2.291
285.8,Flowing,NORMAL,579.37,581.34,50.007,39.623,29.043,18.784,8.089,-2.095
285.9,Flowing,NORMAL,578.92,579.42,50.08,39.543,29.068,18.61,8.189,-2.254
286.0,Flowing,NORMAL,581.77,578.47,50.1,39.708,29.116,18.582,8.157,-2.264
286.1,Flowing,NORMAL,580.08,578.83,49.918,39.456,29.268,18.674,8.134,-2.184
286.2,Flowing,NORMAL,579.91,579.72,49.906,39.462,29.036,18.782,8.18,-2.445
286.3,Flowing,NORMAL,580.3,580.58,50.097,39.526,28.952,18.625,8.242,-2.217
286.4,Flowing,NORMAL,580.06,581.06,50.144,39.482,29.104,18.594,8.077,-2.179
286.5,Flowing,NORMAL,579.73,581.98,50.037,39.573,29.134,18.595,8.12,-2.247
286.6,Flowing,NORMAL,579.09,580.89,50.093,39.679,29.164,18.652,8.222,-2.249
286.7,Flowing,NORMAL,581.88,578.94,49.918,39.552,28.993,18.64,8.331,-2.184
286.8,Flowing,NORMAL,579.32,579.76,49.926,39.544,29.033,18.645,8.283,-2.198
286.9,Flowing,NORMAL,578.88,577.4,50.199,39.645,29.116,18.704,8.184,-2.34
287.0,Flowing,NORMAL,579.9,579.63,50.104,39.631,29.081,18.672,8.299,-2.182
287.1,Flowing,NORMAL,582.59,579.27,49.883,39.57,29.087,18.739,8.283,-2.144
287.2,Flowing,NORMAL,579.01,577.22,49.911,39.487,29.189,18.603,8.078,-2.207
287.3,Flowing,NORMAL,580.85,582.53,49.956,39.693,29.124,18.663,8.171,-2.123
287.4,Flowing,NORMAL,579.7,579.55,50.029,39.517,29.037,18.644,8.122,-2.167
287.5,Flowing,NORMAL,580.29,577.47,49.855,39.539,29.149,18.678,8.143,-2.197
287.6,Flowing,NORMAL,581.11,579.67,49.929,39.548,29.152,18.687,8.146,-2.154
287.7,Flowing,NORMAL,577.94,581.98,50.007,39.609,29.222,18.74,8.29,-2.234
287.8,Flowing,NORMAL,578.92,582.29,50.064,39.567,29.003,18.674,8.221,-2.203
287.9,Flowing,NORMAL,581.09,580.07,49.99,39.489,29.153,18.545,8.317,-2.268
288.0,Flowing,NORMAL,580.12,580.12,50.02,39.595,29.147,18.537,8.266,-2.226
288.1,Flowing,NORMAL,580.25,581.47,49.949,39.49,29.073,18.546,8.338,-2.131
288.2,Flowing,NORMAL,580.85,579.82,50.036,39.532,29.084,18.711,8.341,-2.295
288.3,Flowing,NORMAL,578.93,580.55,49.911,39.674,28.957,18.569,8.18,-2.375
288.4,Flowing,NORMAL,581.27,581.01,50.089,39.619,29.054,18.753,8.316,-2.259
288.5,Flowing,NORMAL,580.98,578.71,49.964,39.731,29.158,18.671,8.309,-2.226
288.6,Flowing,NORMAL,580.29,581.84,49.96,39.556,29.183,18.491,8.177,-2.139
288.7,Flowing,NORMAL,580.56,578.94,49.959,39.674,29.213,18.645,8.155,-2.273
288.8,Flowing,NORMAL,581.4,579.24,50.213,39.7,29.11,18.601,8.21,-2.23
288.9,Flowing,NORMAL,579.29,580.12,49.901,39.556,29.206,18.506,8.266,-2.14
289.0,Flowing,NORMAL,580.79,581.13,49.955,39.686,29.045,18.685,8.176,-2.274
289.1,Flowing,NORMAL,582.09,580.81,49.951,39.606,29.168,18.645,8.091,-2.218
289.2,Flowing,NORMAL,580.77,579.94,50.034,39.533,29.249,18.525,8.023,-2.308
289.3,Flowing,NORMAL,579.73,580.34,50.057,39.466,29.022,18.726,8.237,-2.22
289.4,Flowing,NORMAL,582.78,581.29,50.063,39.516,29.07,18.715,8.093,-2.421
289.5,Flowing,NORMAL,580.28,580.01,49.965,39.625,29.121,18.719,8.039,-2.225
289.6,Flowing,NORMAL,581.68,579.03,50.052,39.442,29.169,18.641,8.446,-2.424
289.7,Flowing,NORMAL,579.49,579.28,50.11,39.519,28.971,18.608,8.222,-2.167
289.8,Flowing,NORMAL,581.28,581.09,50.138,39.664,29.023,18.741,8.231,-2.302
289.9,Flowing,NORMAL,579.34,579.03,49.983,39.493,29.103,18.592,8.118,-2.211
290.0,Flowing,NORMAL,580.39,578.12,50.05,39.535,29.21,18.629,8.176,-2.197
290.1,Flowing,NORMAL,579.27,579.63,49.989,39.557,28.898,18.651,8.054,-2.347
290.2,Flowing,NORMAL,582.28,579.91,49.893,39.467,29.056,18.611,8.253,-2.232
290.3,Flowing,NORMAL,579.73,581.03,49.848,39.557,29.126,18.624,8.195,-2.235
290.4,Flowing,NORMAL,578.67,578.25,50.061,39.424,29.081,18.771,8.314,-2.182
290.5,Flowing,NORMAL,580.11,580.42,50.043,39.682,29.254,18.64,8.123,-2.271
290.6,Flowing,NORMAL,580.64,581.38,50.248,39.424,29.062,18.537,8.21,-2.346
290.7,Flowing,NORMAL,579.97,579.02,49.991,39.394,29.15,18.748,8.169,-2.261
290.8,Flowing,NORMAL,579.02,580.1,49.987,39.565,29.097,18.712,8.299,-2.315
290.9,Flowing,NORMAL,581.24,577.42,49.975,39.622,28.986,18.492,8.218,-2.21
291.0,Flowing,NORMAL,581.51,581.05,49.942,39.504,29.039,18.581,8.256,-2.344
291.1,Flowing,NORMAL,578.02,580.95,49.979,39.478,28.984,18.72,8.159,-2.235
291.2,Flowing,NORMAL,578.95,579.98,49.879,39.491,29.161,18.857,8.042,-2.266
291.3,Flowing,NORMAL,579.81,578.41,50.033,39.501,29.168,18.581,8.212,-2.292
291.4,Flowing,NORMAL,579.36,580.8,50.098,39.496,29.072,18.726,8.118,-2.244
291.5,Flowing,NORMAL,580.63,579.71,49.854,39.463,29.131,18.571,8.157,-2.21
291.6,Flowing,NORMAL,582.21,576.66,49.954,39.616,29.117,18.685,8.299,-2.224
291.7,Flowing,NORMAL,579.54,580.93,50.123,39.623,29.058,18.754,8.221,-2.281
291.8,Flowing,NORMAL,581.89,581.4,50.022,39.639,29.136,18.796,8.287,-2.208
291.9,Flowing,NORMAL,578.24,581.61,49.918,39.536,29.106,18.706,8.251,-2.236
292.0,Flowing,NORMAL,580.55,578.47,50.01,39.608,29.031,18.786,8.036,-2.133
292.1,Flowing,NORMAL,579.29,577.7,49.996,39.63,29.129,18.678,8.245,-2.185
292.2,Flowing,NORMAL,580.57,579.51,49.974,39.633,29.013,18.65,8.267,-2.17
292.3,Flowing,NORMAL,577.89,580.62,50.037,39.519,29.172,18.597,8.34,-2.257
292.4,Flowing,NORMAL,578.46,578.87,49.877,39.454,29.104,18.661,8.358,-2.333
292.5,Flowing,NORMAL,580.57,578.09,50.003,39.465,29.061,18.785,8.109,-2.203
292.6,Flowing,NORMAL,579.24,580.87,50.031,39.548,29.142,18.557,8.333,-2.096
292.7,Flowing,NORMAL,579.61,579.59,50.004,39.744,29.068,18.682,8.315,-2.286
292.8,Flowing,NORMAL,582.2,580.75,49.889,39.421,29.265,18.608,8.185,-2.339
292.9,Flowing,NORMAL,580.17,580.02,50.076,39.488,29.061,18.674,8.115,-2.264
293.0,Flowing,NORMAL,581.08,579.8,50.112,39.584,29.111,18.667,8.169,-2.09
293.1,Flowing,NORMAL,579.09,579.92,49.935,39.567,29.109,18.731,8.288,-2.252
293.2,Flowing,NORMAL,578.39,579.57,50.023,39.576,28.918,18.523,8.152,-2.295
293.3,Flowing,NORMAL,579.9,579.45,49.904,39.61,29.1,18.633,8.1,-2.253
293.4,Flowing,NORMAL,578.21,578.68,49.79,39.537,29.105,18.669,8.075,-2.232
293.5,Flowing,NORMAL,579.16,580.58,49.917,39.485,29.158,18.811,8.204,-2.315
293.6,Flowing,NORMAL,580.29,581.5,50.015,39.625,29.15,18.87,8.143,-2.23
293.7,Flowing,NORMAL,579.87,579.4,50.124,39.669,28.944,18.65,8.319,-2.019
293.8,Flowing,NORMAL,580.4,582.24,50.056,39.521,29.019,18.828,8.258,-2.318
293.9,Flowing,NORMAL,580.72,580.45,49.984,39.575,29.144,18.578,8.151,-2.382
294.0,Flowing,NORMAL,578.57,580.31,50.083,39.523,29.137,18.764,8.218,-2.259
294.1,Flowing,NORMAL,578.87,580.79,50.016,39.555,29.2,18.675,8.157,-2.166
294.2,Flowing,NORMAL,577.39,581.17,50.098,39.443,29.223,18.679,8.223,-2.169
294.3,Flowing,NORMAL,579.56,579.45,49.955,39.626,29.07,18.532,8.12,-2.204
294.4,Flowing,NORMAL,580.88,580.67,49.924,39.679,29.195,18.757,8.21,-2.229
294.5,Flowing,NORMAL,581.79,581.26,49.905,39.63,29.13,18.696,8.335,-2.298
294.6,Flowing,NORMAL,580.23,579.54,49.99,39.576,29.025,18.635,8.24,-2.276
294.7,Flowing,NORMAL,581.65,580.01,50.105,39.429,29.19,18.703,8.155,-2.324
294.8,Flowing,NORMAL,580.46,579.08,49.834,39.486,29.184,18.646,8.293,-2.299
294.9,Flowing,NORMAL,580.13,579.41,50.057,39.493,29.023,18.642,8.147,-2.373
295.0,Flowing,NORMAL,579.27,579.58,49.985,39.559,29.202,18.725,8.298,-2.192
295.1,Flowing,NORMAL,577.14,578.91,50.027,39.452,29.112,18.698,8.317,-2.195
295.2,Flowing,NORMAL,581.47,579.92,50.099,39.467,29.074,18.684,8.293,-2.261
295.3,Flowing,NORMAL,579.94,580.4,49.993,39.605,29.01,18.779,8.13,-2.403
295.4,Flowing,NORMAL,581.67,580.51,50.001,39.686,29.147,18.71,8.203,-2.262
295.5,Flowing,NORMAL,578.86,579.03,49.876,39.369,29.116,18.755,8.228,-2.2
295.6,Flowing,NORMAL,582.91,579.27,50.127,39.576,29.09,18.585,8.362,-2.208
295.7,Flowing,NORMAL,579.7,581.02,49.925,39.456,29.2,18.567,8.348,-2.47
295.8,Flowing,NORMAL,579.17,579.27,50.114,39.589,29.11,18.636,8.351,-2.193
295.9,Flowing,NORMAL,579.74,580.99,49.928,39.413,29.114,18.65,8.079,-2.254
296.0,Flowing,NORMAL,580.2,579.12,49.954,39.551,29.158,18.77,8.273,-2.307
296.1,Flowing,NORMAL,579.92,580.45,50.03,39.555,28.994,18.682,8.349,-2.247
296.2,Flowing,NORMAL,579.38,580.9,49.872,39.552,29.003,18.719,8.242,-2.263
296.3,Flowing,NORMAL,577.84,576.82,49.974,39.533,29.101,18.588,8.089,-2.159
296.4,Flowing,NORMAL,579.03,581.04,49.969,39.563,29.123,18.676,8.106,-2.384
296.5,Flowing,NORMAL,581.29,581.56,49.953,39.582,29.042,18.622,8.37,-2.397
296.6,Flowing,NORMAL,578.94,579.63,49.94,39.702,29.097,18.594,8.294,-2.245
296.7,Flowing,NORMAL,577.94,580.41,49.972,39.565,29.047,18.569,8.191,-2.331
296.8,Flowing,NORMAL,578.73,578.99,50.001,39.578,29.168,18.74,8.168,-2.21
296.9,Flowing,NORMAL,579.89,580.44,50.039,39.576,29.062,18.568,8.24,-2.386
297.0,Flowing,NORMAL,579.09,582.95,49.979,39.346,28.993,18.58,8.288,-2.195
297.1,Flowing,NORMAL,579.66,577.36,49.956,39.608,29.171,18.637,8.089,-2.266
297.2,Flowing,NORMAL,579.04,579.4,49.992,39.451,29.129,18.673,8.236,-2.227
297.3,Flowing,NORMAL,581.21,580.96,50.058,39.536,29.116,18.618,8.153,-2.143
297.4,Flowing,NORMAL,580.59,581.51,49.836,39.62,29.05,18.59,8.221,-2.369
297.5,Flowing,NORMAL,582.66,578.34,49.935,39.482,29.082,18.586,8.328,-2.106
297.6,Flowing,NORMAL,579.54,579.23,49.838,39.594,29.169,18.694,8.148,-2.269
297.7,Flowing,NORMAL,579.66,579.3,49.94,39.516,29.003,18.641,8.08,-2.266
297.8,Flowing,NORMAL,581.42,579.22,49.9,39.567,29.046,18.673,8.287,-2.123
297.9,Flowing,NORMAL,580.47,579.86,49.798,39.483,29.076,18.687,8.068,-2.328
298.0,Flowing,NORMAL,578.87,578.29,50.01,39.557,29.13,18.686,8.227,-2.234
298.1,Flowing,NORMAL,580.67,579.69,50.004,39.603,28.921,18.774,8.024,-2.336
298.2,Flowing,NORMAL,580.48,578.88,49.982,39.604,28.86,18.648,8.264,-2.17
298.3,Flowing,NORMAL,577.85,579.92,49.944,39.526,29.051,18.619,8.118,-2.321
298.4,Flowing,NORMAL,579.22,579.15,50.035,39.561,29.139,18.667,8.257,-2.18
298.5,Flowing,NORMAL,580.23,579.8,49.861,39.482,29.082,18.648,8.147,-2.177
298.6,Flowing,NORMAL,581.74,578.76,50.158,39.565,29.107,18.718,8.051,-2.247
298.7,Flowing,NORMAL,580.84,581.14,50.078,39.499,29.002,18.635,8.195,-2.322
298.8,Flowing,NORMAL,579.32,579.61,50.168,39.512,29.008,18.643,8.273,-2.248
298.9,Flowing,NORMAL,579.15,580.02,50.039,39.48,29.219,18.695,8.284,-2.221
299.0,Flowing,NORMAL,580.96,579.83,50.066,39.48,29.061,18.758,8.325,-2.342
299.1,Flowing,NORMAL,577.09,580.01,50.02,39.516,29.044,18.673,8.291,-2.214
299.2,Flowing,NORMAL,579.03,580.0,49.974,39.591,29.071,18.683,8.312,-2.416
299.3,Flowing,NORMAL,581.69,580.97,50.064,39.427,29.198,18.599,8.103,-2.194
299.4,Flowing,NORMAL,580.36,579.66,50.029,39.47,29.0,18.635,8.104,-2.335
299.5,Flowing,NORMAL,579.09,579.14,50.009,39.473,29.134,18.769,8.188,-2.239
299.6,Flowing,NORMAL,578.56,580.05,50.161,39.455,29.195,18.736,8.269,-2.146
299.7,Flowing,NORMAL,581.01,579.26,50.022,39.503,29.188,18.741,8.289,-2.246
299.8,Flowing,NORMAL,580.09,579.91,49.943,39.565,29.175,18.732,8.166,-2.225
299.9,Flowing,NORMAL,579.74,578.74,49.895,39.629,29.037,18.713,8.108,-2.167
300.0,Flowing,NORMAL,500.45,501.26,50.026,41.937,34.055,25.953,18.06,9.978
300.1,Flowing,NORMAL,500.2,499.06,49.862,41.921,33.966,26.109,18.072,10.13
300.2,Flowing,NORMAL,500.11,501.44,50.132,41.957,33.985,25.967,17.946,9.853
300.3,Flowing,NORMAL,498.41,499.93,49.999,41.897,33.997,26.169,17.959,10.016
300.4,Flowing,NORMAL,498.77,501.03,50.073,42.022,34.023,25.971,17.981,9.923
300.5,Flowing,NORMAL,500.9,499.08,50.068,41.861,34.078,25.888,18.077,9.972
300.6,Flowing,NORMAL,500.67,497.64,49.901,42.046,34.074,25.965,18.058,9.817
300.7,Flowing,NORMAL,500.46,498.02,49.894,42.103,33.982,25.851,17.944,9.926
300.8,Flowing,NORMAL,499.3,503.0,49.987,41.97,34.014,25.994,18.109,10.034
300.9,Flowing,NORMAL,500.92,499.28,50.037,42.093,33.969,25.899,18.097,10.011
301.0,Flowing,NORMAL,499.56,501.32,50.011,41.949,33.951,26.068,18.079,10.063
301.1,Flowing,NORMAL,501.56,498.44,50.063,42.046,34.011,25.986,18.097,9.97
301.2,Flowing,NORMAL,499.1,500.21,50.03,41.936,33.947,25.981,17.936,10.064
301.3,Flowing,NORMAL,499.37,500.42,49.892,42.008,34.011,25.855,17.965,10.02
301.4,Flowing,NORMAL,499.82,503.4,50.034,41.984,34.054,25.991,18.001,10.02
301.5,Flowing,NORMAL,501.02,499.62,50.074,41.946,33.961,25.946,17.973,10.114
301.6,Flowing,NORMAL,499.96,499.15,50.046,41.91,33.952,26.03,17.927,9.942
301.7,Flowing,NORMAL,500.05,500.42,50.108,41.951,34.076,26.1,17.941,9.929
301.8,Flowing,NORMAL,499.53,498.89,49.978,41.913,34.01,25.984,18.029,10.112
301.9,Flowing,NORMAL,500.32,500.49,50.065,42.039,33.843,26.035,18.138,9.759
302.0,Flowing,NORMAL,499.92,499.94,50.055,41.987,33.932,26.064,18.137,10.062
302.1,Flowing,NORMAL,499.06,499.1,49.97,41.925,34.012,26.07,17.969,9.977
302.2,Flowing,NORMAL,500.15,500.59,50.226,42.086,34.092,25.883,17.943,10.006
302.3,Flowing,NORMAL,500.18,500.13,49.92,42.128,34.113,25.957,18.143,10.0
302.4,Flowing,NORMAL,502.82,500.91,50.207,42.012,34.046,26.112,18.102,10.041
302.5,Flowing,NORMAL,499.27,501.98,49.989,42.041,33.935,26.012,17.911,9.858
302.6,Flowing,NORMAL,498.99,499.4,50.004,42.101,34.074,25.993,18.14,9.954
302.7,Flowing,NORMAL,500.33,499.51,49.847,41.825,33.906,26.065,17.949,10.037
302.8,Flowing,NORMAL,498.81,498.39,50.132,41.912,34.038,26.043,17.931,10.108
